"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-6799.DevalQorder";"session.node-8525.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"1";"0";"module.GoNoGotutorial.exec-4809.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4002";"2014-10-16 12:49:19.423";"leftResponse";"0";"FINISHED";"LEFT";"success";"3385";"0";"2014-10-16 12:49:15.421"
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"2";"1";"module.GoNoGotutorial.exec-4809.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3999";"2014-10-16 12:49:24.768";"rightResponse";"1";"FINISHED";"RIGHT";"success";"2138";"0";"2014-10-16 12:49:20.768"
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"3";"2";"module.GoNoGotutorial.exec-4809.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3999";"2014-10-16 12:49:30.081";"signalResponse";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:49:26.081"
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"4";"3";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1963";"2014-10-16 12:49:40.042";"18";"0";"FINISHED";"LEFT";"success";"1119";"0";"2014-10-16 12:49:38.078";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"5";"4";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-10-16 12:49:43.317";"21";"1";"FINISHED";"RIGHT";"success";"647";"0";"2014-10-16 12:49:41.364";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"6";"5";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-16 12:49:46.591";"14";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:49:44.630";"2";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"7";"6";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-10-16 12:49:49.854";"26";"0";"FINISHED";"LEFT";"success";"745";"0";"2014-10-16 12:49:47.900";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"8";"7";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-10-16 12:49:53.117";"2";"0";"FINISHED";"LEFT";"success";"599";"0";"2014-10-16 12:49:51.163";"1";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"9";"8";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-10-16 12:49:56.376";"30";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:49:54.422";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"10";"9";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-16 12:49:59.640";"6";"1";"FINISHED";"RIGHT";"failure";"733";"1";"2014-10-16 12:49:57.680";"1";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"11";"10";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-10-16 12:50:02.907";"34";"0";"FINISHED";"LEFT";"success";"546";"0";"2014-10-16 12:50:00.953";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"12";"11";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2014-10-16 12:50:06.172";"23";"1";"FINISHED";"RIGHT";"success";"896";"0";"2014-10-16 12:50:04.216";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"13";"12";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-10-16 12:50:09.430";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:07.476";"2";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"14";"13";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-10-16 12:50:12.695";"3";"1";"FINISHED";"RIGHT";"success";"907";"0";"2014-10-16 12:50:10.741";"1";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"15";"14";"module.GoNoGopractice.exec-4462.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2014-10-16 12:50:15.957";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:14.002";"3";;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"16";"15";"module.training_block1.exec-7115.GoNoGo1";"1252";"2014-10-16 12:50:26.684";"ST_correctStop";"3";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:25.432";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"17";"16";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:50:29.333";"ST_correctStop";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:28.083";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"18";"17";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:50:31.896";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"723";"0";"2014-10-16 12:50:30.645";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"19";"18";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:34.451";"ST_correctStop";"22";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:33.201";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"20";"19";"module.training_block1.exec-7115.GoNoGo1";"1251";"2014-10-16 12:50:37.003";"ST_correctStop";"29";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:35.752";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"21";"20";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:39.556";"ST_correctStop";"21";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:38.306";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"22";"21";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:42.110";"ST_correctStop";"35";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:40.859";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"23";"22";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:44.662";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"767";"0";"2014-10-16 12:50:43.412";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"24";"23";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:47.219";"ST_correctStop";"5";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:45.969";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"25";"24";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:50:49.779";"ST_correctStop";"0";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:48.529";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"26";"25";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:52.329";"ST_correctStop";"4";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:50:51.078";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"27";"26";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:50:54.874";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"1091";"0";"2014-10-16 12:50:53.623";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"28";"27";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:50:57.427";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"879";"0";"2014-10-16 12:50:56.177";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"29";"28";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:50:59.976";"NST_correctLoc";"14";"0";"FINISHED";"LEFT";"success";"689";"0";"2014-10-16 12:50:58.726";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"30";"29";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:02.527";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"837";"0";"2014-10-16 12:51:01.276";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"31";"30";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:05.079";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"709";"0";"2014-10-16 12:51:03.829";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"32";"31";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:07.627";"ST_correctStop";"1";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:06.377";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"33";"32";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:10.176";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"787";"0";"2014-10-16 12:51:08.925";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"34";"33";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:12.727";"NST_correctLoc";"26";"0";"FINISHED";"LEFT";"success";"624";"0";"2014-10-16 12:51:11.477";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"35";"34";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:15.278";"ST_correctStop";"2";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:14.028";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"36";"35";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:17.825";"ST_correctStop";"28";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:16.575";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"37";"36";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:20.376";"ST_correctStop";"32";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:19.126";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"38";"37";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:22.929";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"549";"0";"2014-10-16 12:51:21.679";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"39";"38";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:25.477";"NST_correctLoc";"31";"0";"FINISHED";"LEFT";"success";"720";"0";"2014-10-16 12:51:24.227";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"40";"39";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:28.025";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"1064";"0";"2014-10-16 12:51:26.775";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"41";"40";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:30.572";"ST_correctStop";"25";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:29.322";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"42";"41";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:33.124";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"651";"0";"2014-10-16 12:51:31.874";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"43";"42";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:35.663";"ST_correctStop";"6";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:34.413";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"44";"43";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:38.213";"NST_correctLoc";"30";"1";"FINISHED";"RIGHT";"success";"950";"0";"2014-10-16 12:51:36.962";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"45";"44";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:40.766";"ST_correctStop";"7";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:39.515";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"46";"45";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:43.317";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"561";"0";"2014-10-16 12:51:42.067";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"47";"46";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:45.866";"ST_correctStop";"34";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:44.616";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"48";"47";"module.training_block1.exec-7115.GoNoGo1";"1250";"2014-10-16 12:51:48.413";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"578";"0";"2014-10-16 12:51:47.163";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"49";"48";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:50.963";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"758";"0";"2014-10-16 12:51:49.712";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"50";"49";"module.training_block1.exec-7115.GoNoGo1";"1249";"2014-10-16 12:51:53.508";"ST_correctStop";"33";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:51:52.258";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
